Persian Army
CommanderUnit,Persian King,100
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CommanderUnit,Persian Commanders,50
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
CavalryUnit,Persian Cavalry,40
