Gondor Rohan Army
CommanderUnit,Gondor King,100
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CommanderUnit,Gondor Commanders,50
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
CavalryUnit,Gondor Cavalry,40
